GDR,ddr
hole,loch
often,oft
wealth,reichtum
show,zeigen
cold,kälte
jacket,jacke
ponder,nachdenken
words,wörter
spirit,geist
valuable,wertvoll
education,ausbildung
chaos,chaos
price,preis
landscape,landschaft
aggravation,ärger
stage,bühne
pressure,druck
photo,foto
north,norden
development,entwicklung
wardrobe,schrank
earlier,früher
wash,wäsche
secret,geheimnis
hear,hören
stink,gestank
security,geborgenheit
feelings,gefühle
bus,bus
men,männer
attorney,anwalt
deep,tief
cheerful,fröhlich
truth,wahrheit
instruction,unterricht
association,verein
no,nein
toilet,toilette
literature,literatur
exciting,spannend
Asia,asien
respect,respekt
Hitler,hitler
comfortable,bequem
stars,sterne
pictures,bilder
control,kontrolle
two,zwei
obligation,zwang
everything,alles
fresh,frisch
chocolate,schokolade
selection,auswahl
possibility,möglichkeit
skin,haut
museum,museum
fruit,frucht
thief,dieb
rule,regel
celebration,feier
above,oben
education,erziehung
study,studie
moon,mond
wine,wein
useful,nützlich
empathy,empathie
train,bahn
statistics,statistik
laboratory,labor
want,wollen
highway,autobahn
psychology,psychologie
grain,getreide
wall,wand
youth,jugend
chance,chance
beauty,schönheit
smart,klug
groceries,lebensmittel
justice,gerechtigkeit
leg,bein
weapon,waffe
part,teil
sense,sinn
violin,geige
quiet,leise
experience,erfahrung
motivation,motivation
size,größe
competition,wettkampf
sugar,zucker
room,zimmer
teeth,zähne
invoice,rechnung
wish,wunsch
stupid,blöd
sentence,satz
attention,aufmerksamkeit
note,note
desert,wüste
secret,geheim
lonely,einsam
crime,krimi
emergency,not
say,sagen
hands,hände
sheet,blatt
possession,besitz
salary,lohn
start,start
firmly,fest
conflict,konflikt
vicinity,nähe
data,daten
knight,ritter
practical,praktisch
to swim,schwimmen
hobby,hobby
plant,pflanze
personality,persönlichkeit
stairs,treppe
island,insel
dust,staub
wash,waschen
funny,komisch
special,speziell
clay,ton
grass,gras
weekend,wochenende
quite,ganz
ending,schluss
uncertainty,unsicherheit
scent,duft
process,prozess
people,leute
mama,mama
plastic,plastik
place,platz
I,ich
object,gegenstand
map,karte
machine,maschine
guitar,gitarre
wool,wolle
sorrow,leid
breakfast,frühstück
band,band
roof,dach
victory,sieg
pause,pause
workshop,werkstatt
beginning,beginn
understanding,verständnis
masculine,männlich
Yes,ja
empty,leer
create,schaffen
tears,tränen
grandparents,großeltern
farm yard,bauernhof
evening,abend
zoo,zoo
pencil,bleistift
iron,eisen
adventure,abenteuer
entertainment,unterhaltung
travel,reisen
alone,alleine
sleep,schlaf
organization,organisation
intelligent,intelligent
belly,bauch
perhaps,vielleicht
flour,mehl
song,lied
interest,interesse
camera,kamera
bureaucracy,bürokratie
shirt,hemd
jewelry,schmuck
lie,lüge
English,englisch
curiosity,neugier
shoe,schuh
honest,ehrlich
compromise,kompromiss
thin,dünn
structure,struktur
outlook,aussicht
politician,politiker
complicated,kompliziert
rope,seil
over,vorbei
plant,pflanzen
can,können
win,gewinnen
must,müssen
birth,geburt
female,weiblich
laborious,mühsam
actor,schauspieler
sing,singen
here,hier
Paris,paris
distance,distanz
act,handeln
find,finden
strength,stärke
cohesion,zusammenhalt
creativity,kreativität
tradition,tradition
lamp,lampe
key,schlüssel
dead,tot
paint,malen
point,punkt
thing,ding
foreign,fremd
wall,mauer
super,super
sign,schild
market,markt
a coat,mantel
only,nur
railroad station,bahnhof
news,nachricht
orange,orange
fall,fallen
morning,morgen
abroad,ausland
finish,beenden
living room,wohnzimmer
salary,gehalt
South America,südamerika
cars,autos
moral,moral
take,nehmen
wound,wunde
leaves,blätter
taste,geschmack
wide,weite
girlfriend,freundin
treasure,schatz
first name,vorname
China,china
matter,sache
shopping,einkauf
fur,fell
army,armee
active,aktiv
hold,halten
risk,risiko
terrible,schlimm
real,echt
elegant,elegant
dirt,schmutz
lose,verlieren
radio,radio
TV,fernseher
brother,bruder
satisfaction,zufriedenheit
feel,fühlen
foreigner,ausländer
depression,depression
muscles,muskeln
lecture,vortrag
contents,inhalt
arm,arm
trees,bäume
sausage,wurst
career,karriere
neck,hals
tension,spannung
creative,kreativ
event,ereignis
snake,schlange
mouse,maus
sister,schwester
geometry,geometrie
danger,achtung
split,teilen
bee,biene
disgusting,eklig
salt,salz
nothing,nichts
kindergarten,kindergarten
supermarket,supermarkt
doesn't matter,egal
proud,stolz
cry,weinen
mass,masse
diversity,vielfalt
not,nicht
dumb,doof
long,lange
known,bekannt
village,dorf
emotion,emotion
joke,witz
factory,fabrik
superior,überlegen
calculate,rechnen
Bundeswehr,bundeswehr
egg,ei
opera,oper
euro,euro
excitement,aufregung
musical instrument,musikinstrument
strictly,streng
gun,gewehr
duration,dauer
separation,trennung
meaning,bedeutung
bag,tasche
pizza,pizza
building,bau
passion,leidenschaft
scale,waage
unhealthy,ungesund
load,laden
different,verschieden
food,nahrung
series,serie
fault,schuld
capitalism,kapitalismus
challenge,herausforderung
competition,wettbewerb
plan,planen
did,tat
theme,thema
height,höhe
carry,tragen
nobility,adel
artist,künstler
desire,lust
plate,teller
line,linie
pupils,schüler
dictatorship,diktatur
just,gerecht
capital city,hauptstadt
satisfied,zufrieden
characteristic,eigenschaft
origin,herkunft
escape,flucht
open,öffnen
dishes,geschirr
flash,blitz
Rome,rom
verdict,urteil
forget,vergessen
rock,rock
dance,tanzen
to,zu
hotel,hotel
leather,leder
trust,vertrauen
parliament,parlament
library,bibliothek
today,heute
loneliness,einsamkeit
circus,zirkus
ring,ring
insurance,versicherung
cellar,keller
modern,modern
dry,trocken
enjoyment,genuss
command,befehl
PC,pc
thirst,durst
unimportant,unwichtig
experiment,experiment
needle,nadel
hike,wandern
high school diploma,abitur
poem,gedicht
smoke,rauch
Frankfurt,frankfurt
value,wert
recreation,erholung
surprise,überraschung
calendar,kalender
dear,lieb
cross,kreuz
gender,geschlecht
philosophy,philosophie
thunderstorm,gewitter
Vienna,wien
nail,nagel
hate,hass
number,nummer
correctly,korrekt
smooth,glatt
theory,theorie
traffic jam,stau
luxury,luxus
better,besser
Bundestag,bundestag
stand up,aufstehen
type,art
victim,opfer
hare,hase
cap,mütze
shelf,regal
authority,behörde
media,medien
bone,knochen
fraud,betrug
Trump,trump
author,autor
motor,motor
helmet,helm
director,leiter
professor,professor
unique,einzigartig
speed,geschwindigkeit
quiet,still
talent,talent
bake,backen
vehicle,fahrzeug
property,eigentum
accident,unglück
painting,gemälde
relaxed,entspannt
carnival,karneval
inaccurate,ungenau
document,dokument
look,schauen
later,später
planning,planung
offer,angebot
project,projekt
lateness,verspätung
soul,seele
to reach,erreichen
need,brauchen
situation,situation
recognize,erkennen
cause,ursache
legs,beine
sweater,pullover
noise,geräusch
scissors,schere
immediately,sofort
silver,silber
colleagues,kollegen
personal,persönlich
necessary,nötig
insect,insekt
Merkel,merkel
fate,schicksal
celebrate,feiern
pay,bezahlen
perpetrator,täter
all,alle
polite,höflich
shame,scham
look,aussehen
run,rennen
writing,schrift
center,mitte
silence,stille
patience,geduld
mood,stimmung
length,länge
Easter,ostern
address,adresse
darkness,dunkelheit
dirty,dreckig
transcript,zeugnis
pot,topf
training,training
behave,verhalten
frequently,häufig
Australia,australien
castle,burg
unclear,unklar
desk,schreibtisch
ceiling,decke
petrol,benzin
cable,kabel
speech,rede
drug,medikament
transparent,durchsichtig
railroad,eisenbahn
fantasy,fantasie
give up,aufgeben
organ,organ
cut,schneiden
bathroom,bad
pretty,hübsch
agree,stimme
worker,arbeiter
use,benutzen
clean up,aufräumen
information,informationen
stand,stehen
quality,qualität
soldier,soldat
weak,schwach
lion,löwe
TV,tv
gun,pistole
horses,pferde
problems,probleme
thereafter,danach
Goethe,goethe
object,objekt
attempt,versuch
receive,bekommen
trade,handel
mirror,spiegel
nervous,nervös
ape,affe
lazy,faul
endurance,ausdauer
helpful,hilfreich
IKEA,ikea
Islam,islam
never,nie
theft,diebstahl
praise,lob
chess,schach
Rhine,rhein
bottle,flasche
law,jura
ugly,hässlich
spice,gewürz
pope,papst
will,wille
recognition,anerkennung
Greece,griechenland
finally,endlich
eggs,eier
south,süden
papa,papa
consequence,folge
disappointment,enttäuschung
assume,annehmen
cheap,billig
fence,zaun
event,veranstaltung
entrance,eingang
shy,schüchtern
thought,gedanke
year,jahr
painter,maler
complete,erledigen
longing,sehnsucht
conservative,konservativ
magic,magie
exactly,exakt
crisis,krise
contact,kontakt
a notice,hinweis
magazine,zeitschrift
connection,zusammenhang
possibilities,möglichkeiten
broom,besen
action,aktion
relax,entspannen
memory,gedächtnis
countries,länder
unit,einheit
logic,logik
performance,vorstellung
concentration,konzentration
orderly,ordentlich
crown,krone
application,bewerbung
chic,schick
die,sterben
waste,abfall
obstacle,hindernis
crime,straftat
sign,zeichen
believe,glauben
left,links
doctor,doktor
medication,medikamente
keyboard,tastatur
penis,penis
seeks,sucht
approval,zustimmung
form,form
siblings,geschwister
exchange,austausch
everyday,alltag
continent,kontinent
chicken,huhn
traffic light,ampel
emperor,kaiser
couch,couch
criticism,kritik
improve,verbessern
president,präsident
farewell,abschied
tolerance,toleranz
reality,realität
new York,new york
close,nah
listen,zuhören
honor,ehre
brave,mutig
hierarchy,hierarchie
wheel,rad
tongue,zunge
line,leitung
people,volk
begin,anfangen
stock exchange,börse
at home,zu hause
weapons,waffen
accuracy,genauigkeit
pillow,kissen
superfluous,überflüssig
lost,verloren
unfair,unfair
famous,berühmt
meeting,meeting
material,material
position,position
singing,gesang
flat,flach
craft,basteln
discipline,disziplin
angel,engel
criminal,verbrecher
outside,draußen
human,menschlich
questions,fragen
argument,argument
product,produkt
annoying,lästig
break,brechen
directions,anleitung
verb,verb
oppression,unterdrückung
letters,buchstaben
goal,tor
private,privat
naturally,natürlich
article,artikel
teach,lehre
clearly,deutlich
elephant,elefant
disaster,katastrophe
clown,clown
lexicon,lexikon
love,lieben
stock,stock
proof,beweis
cheeky,frech
eu,eu
outdated,veraltet
participate,mitmachen
sound,klang
wizard,zauberer
right,rechts
fog,nebel
cool,cool
pay,zahlen
Munich,münchen
list,liste
capability,fähigkeit
pull,ziehen
meet,treffen
clouds,wolken
very,sehr
unfair,ungerecht
Why,warum
case,fall
novel,roman
reaction,reaktion
improvement,verbesserung
draw,zeichnen
pure,rein
poison,gift
universe,universum
system,system
alarm clock,wecker
Alps,alpen
agriculture,landwirtschaft
wheat,weizen
normal,normal
dance,tanz
attentive,aufmerksam
harmony,harmonie
weigh up,abwägen
receive,erhalten
difference,unterschied
cabbage,kohl
oven,ofen
clothes,klamotten
uncle,onkel
fine,fein
there,da
fire department,feuerwehr
screwdriver,schraubenzieher
finance,finanzen
screw,schraube
logical,logisch
currency,währung
transport,transport
temperature,temperatur
fracture,bruch
things,dinge
door,türe
words,worte
board,tafel
ambition,ehrgeiz
idiot,idiot
almost,fast
evaluation,bewertung
perspective,perspektive
boy,junge
to use,nutzen
expression,ausdruck
hide,verstecken
relief,erleichterung
bridge,brücke
Sunday,sonntag
jump,springen
pointless,sinnlos
repetition,wiederholung
detective,detektiv
observe,beobachten
leave,verlassen
tax,steuer
different,unterschiedlich
lay,liegen
storm,sturm
ban,verbot
banana,banane
each other,miteinander
Latin,latein
soft,sanft
base,basis
scream,schreien
even,eben
yoga,yoga
administration,verwaltung
moment,moment
expectation,erwartung
star,star
cows,kühe
pink,rosa
tower,turm
hairstyle,frisur
certainly,bestimmt
breathe,atmen
ear,ohr
for this reason,deshalb
pension,rente
arrogant,arrogant
cooperation,zusammenarbeit
individually,individuell
direct,direkt
decide,entscheiden
noble,edel
crazy,verrückt
account,konto
photos,fotos
foreign language,fremdsprache
measure,messen
classic,klassik
fluid,flüssig
stop,aufhören
exam,klausur
practice,praxis
divorce,scheidung
something,etwas
romance,romantik
cemetery,friedhof
ears,ohren
big city,großstadt
drawer,schublade
too bad,schade
cool,kühl
sensible,sinnvoll
remote,fern
pattern,muster
swear word,schimpfwort
produce,herstellen
turn,drehen
cozy,kuschelig
e-mail,email
cancer,krebs
network,netz
checkout,kasse
below,unten
revolution,revolution
independent,unabhängig
class,klasse
move,umzug
injustice,ungerechtigkeit
partnership,partnerschaft
completely,komplett
distance,entfernung
spoon,löffel
disability,behinderung
goods,ware
queen,queen
shower,dusche
single,single
visit,besuch
form,formular
excuse,entschuldigung
industry,industrie
consequence,konsequenz
perception,wahrnehmung
ink,tinte
style,stil
self-consciousness,selbstbewusstsein
persons,personen
horizon,horizont
Duden,duden
infinite,unendlich
week,woche
hour,stunde
dirty,schmutzig
fox,fuchs
folder,ordner
feet,füße
consumption,konsum
equality,gleichheit
strange,seltsam
Putin,putin
corrosive,ätzend
late,spät
architecture,architektur
lotto,lotto
comma,komma
sort,sortieren
suitcase,koffer
body part,körperteil
Federal State,bundesland
orientation,orientierung
center,zentrum
solve,lösen
compassion,mitgefühl
separate,trennen
distance,abstand
soap,seife
hit,schlagen
side trip,ausflug
facts,fakten
harvest,ernte
lie,lügen
therapy,therapie
pastor,pfarrer
wild,wild
dentist,zahnarzt
adult,erwachsen
Catholic,katholisch
gladly,gerne
investigation,untersuchung
London,london
murderer,mörder
stream,bach
first,erster
uniform,uniform
cigarette,zigarette
neighbor,nachbar
winner,gewinner
smell,riechen
flag,flagge
bitter,bitter
disorder,unordnung
hill,hügel
description,beschreibung
summary,zusammenfassung
hunter,jäger
necktie,krawatte
climate,klima
magnifying glass,lupe
sew,nähen
three,drei
choose,wählen
expression,aussage
box,kiste
cleanliness,sauberkeit
authority,autorität
winner,sieger
cardboard,karton
one,eins
values,werte
communism,kommunismus
load,last
choir,chor
nonsense,unsinn
grandmother,großmutter
Christianity,christentum
opinion,ansicht
effort,mühe
shortage,mangel
awkward,peinlich
device,gerät
angry,wütend
burial,beerdigung
hunting,jagd
laptop,laptop
toy,spielzeug
effect,wirkung
Mr,herr
comparison,vergleich
diligence,fleiß
justice,justiz
stable,stabil
prejudice,vorurteil
applause,applaus
laws,gesetze
poisonous,giftig
armchair,sessel
mind,verstand
fork,gabel
clarity,klarheit
cautious,vorsichtig
Oktoberfest,oktoberfest
demonstration,demonstration
really,wirklich
meager,knapp
source,quelle
courtesy,höflichkeit
airport,flughafen
distance,ferne
lung,lunge
example,vorbild
put on ,anziehen
household,haushalt
dialect,dialekt
agree,zustimmen
Halloween,halloween
back,rücken
program,programm
doubt,zweifel
toilet,klo
affection,zuneigung
new beginning,neuanfang
herbs,kräuter
subjective,subjektiv
sequence,reihenfolge
electricity,elektrizität
area,gebiet
early,früh
student,student
glad,froh
honey,honig
hidden,versteckt
urgent,dringend
go away,weggehen
tell,erzählen
refugees,flüchtlinge
meeting,sitzung
Mozart,mozart
disgust,ekel
support,unterstützen
title,titel
basis,grundlage
complete,vollständig
avoid,vermeiden
neutral,neutral
sweat,schweiß
essay,aufsatz
star,stern
loyalty,treue
thunder,donner
shine,schein
coincidence,zufall
dough,teig
kill,töten
vicinity,umgebung
west,westen
Sweden,schweden
reside,wohnen
balance,balance
repair,reparieren
things,sachen
arrive,ankommen
borders,grenzen
last name,nachname
exit,ausgang
virtue,tugend
waves,wellen
bread roll,brötchen
fair,fair
purpose,zweck
engagement,engagement
motorcycle,motorrad
harbor,hafen
India,indien
fearful,ängstlich
no,keine
universe,weltall
chain,kette
study,studieren
home,heim
morning,morgens
care,fürsorge
production,produktion
service,service
guide,führung
task,tätigkeit
audience,publikum
possible,möglich
crime scene,tatort
potato,kartoffel
feather,feder
agreement,abmachung
puzzle,rätsel
princess,prinzessin
design,design
housework,hausarbeit
practice,üben
grain,korn
shares,aktien
feel good,wohlfühlen
voluntarily,freiwillig
unrest,unruhe
area,fläche
because,weil
attitude,haltung
figure,figur
mask,maske
test,testen
invisible,unsichtbar
defense,verteidigung
presentation,präsentation
real,real
drawing,zeichnung
bear,bar
east,ost
action,handlung
employees,mitarbeiter
come,kommen
knowledge,erkenntnis
further,weiter
start,beginnen
underwear,unterwäsche
hair,haar
heritage,erbe
fitness,fitness
pet,haustier
poet,dichter
envy,neid
breast,brust
glittering,glänzend
sausages,würstchen
current,aktuell
schnapps,schnaps
enough,genug
honesty,ehrlichkeit
cutlery,besteck
process,ablauf
Karl,karl
bullet,kugel
marriage,heirat
diligent,fleißig
closed,geschlossen
suddenly,plötzlich
view,blick
joiner,schreiner
panic,panik
deer,reh
loose,locker
gas,gas
wing,flügel
restriction,einschränkung
beard,bart
smile,lächeln
opponent,gegner
fly,fliegen
knee,knie
diet,diät
helpful,hilfsbereit
appropriate,passend
cheap,günstig
worries,sorge
sheep,schaf
stupidity,dummheit
result,resultat
meeting,versammlung
for free,umsonst
sexy,sexy
operation,operation
fat,fett
hold onto,festhalten
may,dürfen
remain,bleiben
Scotland,schottland
melody,melodie
bear,bär
rubber,gummi
date,datum
repair,reparatur
lemon,zitrone
bow,bogen
but,aber
spelling,rechtschreibung
show,show
einstein,einstein
invention,erfindung
time,uhrzeit
insult,beleidigung
ethics,ethik
strategy,strategie
resistance,widerstand
fact,tatsache
terrible,schrecklich
position,standpunkt
on time,pünktlich
racism,rassismus
concrete,beton
coziness,gemütlichkeit
relax,ausruhen
ideas,ideen
protect,schützen
were,waren
plus,plus
compass,kompass
grow,wachsen
tooth,zahn
nausea,übelkeit
rigid,starr
aunt,tante
soon,bald
successful,erfolgreich
cloth,tuch
refrigerator,kühlschrank
tent,zelt
stop,stoppen
scientist,wissenschaftler
direction,himmelsrichtung
pointed,spitz
bullying,mobbing
drunk,betrunken
money,kohle
event,event
there,dort
reserved,zurückhaltend
like,mögen
influence,einfluss
analysis,analyse
Mary,maria
lady,dame
care for,sorgen
forward,vorwärts
fever,fieber
smoke,rauchen
balance,gleichgewicht
crap,mist
Basel,basel
justification,begründung
number,anzahl
clearly,eindeutig
own,besitzen
nation,nation
community,gemeinde
epoch,epoche
pig,schwein
driver's license,führerschein
high-rise,hochhaus
expense,aufwand
climb,klettern
faithful,treu
homework,hausaufgaben
guest,gast
liquid,flüssigkeit
unsympathetic,unsympathisch
place,stellen
identity,identität
assumption,annahme
constant,ständig
understand,begreifen
depiction,darstellung
remove,entfernen
exciting,aufregend
knitting,stricken
steer,steuern
perfect,perfekt
carnival,fasching
nutrition,ernährung
files,akten
save,sparen
thread,faden
cup,tasse
himself,selbst
can,dose
chimney,kamin
check,prüfen
mountains,gebirge
lens,objektiv
behavior,benehmen
determine,bestimmen
lead,führen
standard,norm
butterfly,schmetterling
curious,neugierig
monastery,kloster
Facebook,facebook
devil,teufel
CDU,cdu
cigarettes,zigaretten
sale,verkauf
decency,anstand
crash,krach
lecture,vorlesung
destruction,zerstörung
condition,zustand
view,sicht
care,pflege
trumpet,trompete
openness,offenheit
start,starten
perceive,wahrnehmen
stink,stinken
sweat,schwitzen
arrange,ordnen
organic,bio
loser,verlierer
sticky,klebrig
naked,nackt
bathroom,badezimmer
forever,ewig
unexpectedly,unerwartet
pharmacy,apotheke
past,vergangen
additionally,zusätzlich
Cologne,köln
consequences,folgen
taste good,schmecken
medal,medaille
underpants,unterhose
customs,zoll
Nazi,nazi
purple,lila
meter,meter
fist,faust
tires,reifen
bucket,eimer
pity,mitleid
heating,heizung
candle,kerze
CV,lebenslauf
attractive,attraktiv
sunset,sonnenuntergang
several,mehrere
quitting time,feierabend
exhibition,ausstellung
discuss,diskutieren
west,west
zebra,zebra
deer,hirsch
fit,fit
ass,arsch
bad luck,pech
symbol,symbol
humor,humor
cure,heilung
ID,ausweis
blind,blind
lovingly,liebevoll
violin,violine
previously,vorher
move,bewegen
investigate,untersuchen
note,zettel
reliable,zuverlässig
oxygen,sauerstoff
cake,torte
average,durchschnitt
yesterday,gestern
mood,laune
grave,grab
rhythm,rhythmus
done,geschafft
dictionary,wörterbuch
Olympics,olympia
triangle,dreieck
New Year's Eve,silvester
kiss,kuss
software,software
bathe,baden
advantage,vorteil
jeans,jeans
paint brush,pinsel
crime,kriminalität
stiff,steif
psyche,psyche
fact,fakt
banner,fahne
sword,schwert
cola,cola
humanity,menschlichkeit
lift,lift
team,mannschaft
rescue,rettung
steel,stahl
desolate,öde
routine,routine
togetherness,gemeinsamkeit
board,brett
dependence,abhängigkeit
section,abschnitt
on-line,online
income,einkommen
meditation,meditation
park,park
tender,zart
empty,leere
forbidden,verboten
refuse,ablehnen
pregnancy,schwangerschaft
rejection,ablehnung
experience,erlebnis
colorful,bunt
coat,kittel
robber,räuber
recipe,rezept
stroke,streicheln
council,rat
page,seite
generally,allgemein
son,sohn
describe,beschreiben
location,lage
research,forschen
branch,ast
ruler,herrscher
naive,naiv
strings,saiten
creepy,gruselig
zebra crossing,zebrastreifen
destroy,zerstören
question mark,fragezeichen
date,date
wrong,schief
Harry Potter,harry potter
signature,unterschrift
gang,gang
French,französisch
minute,minute
example,beispiel
international,international
tiger,tiger
nervousness,nervosität
e-mail,e-mail
leaves,laub
neighbors,nachbarn
swimming pool,schwimmbad
collect,sammeln
zodiac sign,sternzeichen
Baltic Sea,ostsee
surface,oberfläche
friendliness,freundlichkeit
scary,unheimlich
